Conso;Glacage;Fourrage;Eclair;App glacage;Evocation glacage;Attentes gustatives;Int Chocolat;Sucre;Lait;Amer;Ressenti;Liking;Sexe;Age;CSP;Conso Patisseries;Attrait Patisseries;Difficulte Epreuve
15;Gmoyen;Ffaible;Gmoyen_Ffaible;8;chocolat_au_lait;sucre,chocolat_au_lait,fondant,cremeux;3;3;3;3;je m attendais a ca;9;F;18/24;etudiants;occasionnellement;4;6
15;Gmoyen;Fmoyen;Gmoyen_Fmoyen;8;chocolat_au_lait;sucre,chocolat_au_lait,fondant,cremeux;4;4;3;3;agreablement surpris;5;F;18/24;etudiants;occasionnellement;4;6
15;Gmoyen;Ffort;Gmoyen_Ffort;8;chocolat_au_lait;sucre,chocolat_au_lait,fondant,cremeux;5;4;3;4;decu;2;F;18/24;etudiants;occasionnellement;4;6
16;Gclair;Ffaible;Gclair_Ffaible;9;cafe,praline;cafe,praline,sucre;4;3;3;3;decu;8;F;18/24;etudiants;regulierement;8;8
16;Gclair;Fmoyen;Gclair_Fmoyen;9;cafe,praline;cafe,praline,sucre;4;2;3;3;decu;8;F;18/24;etudiants;regulierement;8;8
16;Gclair;Ffort;Gclair_Ffort;9;cafe,praline;cafe,praline,sucre;2;2;4;3;decu;6;F;18/24;etudiants;regulierement;8;8
16;Gfonce;Ffort;Gfonce_Ffort;10;tres_chocolate,peu_amer,fourrage,intense;fort_en_chocolat,amer;1;3;4;2;decu;6;F;18/24;etudiants;regulierement;8;8
16;Gfonce;Ffaible;Gfonce_Ffaible;10;tres_chocolate,peu_amer,fourrage,intense;fort_en_chocolat,amer;2;4;4;2;decu;8;F;18/24;etudiants;regulierement;8;8
16;Gfonce;Fmoyen;Gfonce_Fmoyen;10;tres_chocolate,peu_amer,fourrage,intense;fort_en_chocolat,amer;3;3;3;3;je m attendais a ca;9;F;18/24;etudiants;regulierement;8;8
16;Gmoyen;Ffaible;Gmoyen_Ffaible;9;chocolat,noisette,caramel;assez,sucre,gout,noisette,ou,caramel;3;3;3;3;je m attendais a ca;8;F;18/24;etudiants;regulierement;8;8
16;Gmoyen;Fmoyen;Gmoyen_Fmoyen;9;chocolat,noisette,caramel;assez,sucre,gout,noisette,ou,caramel;4;3;3;3;decu;8;F;18/24;etudiants;regulierement;8;8
16;Gmoyen;Ffort;Gmoyen_Ffort;9;chocolat,noisette,caramel;assez,sucre,gout,noisette,ou,caramel;3;3;4;3;decu;4;F;18/24;etudiants;regulierement;8;8
17;Gmoyen;Ffaible;Gmoyen_Ffaible;9;chocolat_au_lait;onctueux,sucre,chocolat_au_lait;3;3;3;3;je m attendais a ca;8;M;18/24;etudiants;occasionnellement;4;3
17;Gmoyen;Fmoyen;Gmoyen_Fmoyen;9;chocolat_au_lait;onctueux,sucre,chocolat_au_lait;3;3;3;3;je m attendais a ca;8;M;18/24;etudiants;occasionnellement;4;3
17;Gmoyen;Ffort;Gmoyen_Ffort;9;chocolat_au_lait;onctueux,sucre,chocolat_au_lait;4;4;3;3;agreablement surpris;8;M;18/24;etudiants;occasionnellement;4;3
17;Gclair;Ffaible;Gclair_Ffaible;2;cafe;onctueux,fort,amer;4;3;3;2;agreablement surpris;6;M;18/24;etudiants;occasionnellement;4;3
17;Gclair;Fmoyen;Gclair_Fmoyen;2;cafe;onctueux,fort,amer;4;3;3;2;agreablement surpris;7;M;18/24;etudiants;occasionnellement;4;3
17;Gclair;Ffort;Gclair_Ffort;2;cafe;onctueux,fort,amer;4;4;3;2;agreablement surpris;6;M;18/24;etudiants;occasionnellement;4;3
17;Gfonce;Ffort;Gfonce_Ffort;7;chocolat_noir;onctuosite,sucre,forte,intense,chocolat;3;4;3;3;je m attendais a ca;6;M;18/24;etudiants;occasionnellement;4;3
17;Gfonce;Ffaible;Gfonce_Ffaible;7;chocolat_noir;onctuosite,sucre,forte,intense,chocolat;3;3;3;3;je m attendais a ca;8;M;18/24;etudiants;occasionnellement;4;3
17;Gfonce;Fmoyen;Gfonce_Fmoyen;7;chocolat_noir;onctuosite,sucre,forte,intense,chocolat;3;3;3;3;je m attendais a ca;8;M;18/24;etudiants;occasionnellement;4;3
18;Gmoyen;Ffaible;Gmoyen_Ffaible;9;fondant,sucre;douceur,moelleux,onctueux;2;3;3;3;decu;6;F;35/49;cadres moyen;regulierement;8;6
18;Gmoyen;Fmoyen;Gmoyen_Fmoyen;9;fondant,sucre;douceur,moelleux,onctueux;3;3;3;3;decu;6;F;35/49;cadres moyen;regulierement;8;6
18;Gmoyen;Ffort;Gmoyen_Ffort;9;fondant,sucre;douceur,moelleux,onctueux;2;3;3;3;decu;6;F;35/49;cadres moyen;regulierement;8;6
18;Gclair;Ffaible;Gclair_Ffaible;2;cafe,sans_chocolat;amer;2;4;4;2;decu;4;F;35/49;cadres moyen;regulierement;8;6
18;Gclair;Fmoyen;Gclair_Fmoyen;2;cafe,sans_chocolat;amer;2;3;3;2;je m attendais a ca;5;F;35/49;cadres moyen;regulierement;8;6
18;Gclair;Ffort;Gclair_Ffort;2;cafe,sans_chocolat;amer;1;4;4;1;tres decu;3;F;35/49;cadres moyen;regulierement;8;6
18;Gfonce;Ffort;Gfonce_Ffort;10;cacao,amer,force;amer,suavite,puissance,des,aromes;3;3;3;3;je m attendais a ca;8;F;35/49;cadres moyen;regulierement;8;6
18;Gfonce;Ffaible;Gfonce_Ffaible;10;cacao,amer,force;amer,suavite,puissance,des,aromes;1;5;4;1;tres decu;3;F;35/49;cadres moyen;regulierement;8;6
18;Gfonce;Fmoyen;Gfonce_Fmoyen;10;cacao,amer,force;amer,suavite,puissance,des,aromes;3;4;3;2;decu;5;F;35/49;cadres moyen;regulierement;8;6
19;Gfonce;Ffaible;Gfonce_Ffaible;9;chocolat;tres_chocolate,sucre;3;3;3;3;je m attendais a ca;8;F;18/24;etudiants;regulierement;10;7
19;Gfonce;Ffort;Gfonce_Ffort;9;chocolat;tres_chocolate,sucre;3;3;3;4;je m attendais a ca;5;F;18/24;etudiants;regulierement;10;7
19;Gfonce;Fmoyen;Gfonce_Fmoyen;9;chocolat;tres_chocolate,sucre;3;4;3;3;je m attendais a ca;7;F;18/24;etudiants;regulierement;10;7
19;Gmoyen;Ffort;Gmoyen_Ffort;8;chocolat,lait;assez,peu_chocolate,peu_sucre,peu_amer;4;4;3;4;decu;6;F;18/24;etudiants;regulierement;10;7
19;Gmoyen;Fmoyen;Gmoyen_Fmoyen;8;chocolat,lait;assez,peu_chocolate,peu_sucre,peu_amer;3;4;3;3;je m attendais a ca;8;F;18/24;etudiants;regulierement;10;7
19;Gmoyen;Ffaible;Gmoyen_Ffaible;8;chocolat,lait;assez,peu_chocolate,peu_sucre,peu_amer;3;3;3;3;je m attendais a ca;9;F;18/24;etudiants;regulierement;10;7
19;Gclair;Ffaible;Gclair_Ffaible;5;cafe;amer,peu_sucre,pas,chocolate;4;4;3;2;agreablement surpris;7;F;18/24;etudiants;regulierement;10;7
19;Gclair;Ffort;Gclair_Ffort;5;cafe;amer,peu_sucre,pas,chocolate;4;5;3;2;je m attendais a ca;6;F;18/24;etudiants;regulierement;10;7
19;Gclair;Fmoyen;Gclair_Fmoyen;5;cafe;amer,peu_sucre,pas,chocolate;4;4;3;2;je m attendais a ca;7;F;18/24;etudiants;regulierement;10;7
20;Gfonce;Ffaible;Gfonce_Ffaible;7;chocolat_noir,assez_fort,fonce;sucre,tres_chocolate;2;3;4;2;agreablement surpris;6;F;18/24;etudiants;occasionnellement;6;4
20;Gfonce;Ffort;Gfonce_Ffort;7;chocolat_noir,assez_fort,fonce;sucre,tres_chocolate;3;3;3;4;je m attendais a ca;3;F;18/24;etudiants;occasionnellement;6;4
20;Gfonce;Fmoyen;Gfonce_Fmoyen;7;chocolat_noir,assez_fort,fonce;sucre,tres_chocolate;2;3;4;2;decu;3;F;18/24;etudiants;occasionnellement;6;4
20;Gmoyen;Ffort;Gmoyen_Ffort;7;chocolat_au_lait,caramel,sucre;sucre,lacte;4;2;3;4;decu;3;F;18/24;etudiants;occasionnellement;6;4
20;Gmoyen;Fmoyen;Gmoyen_Fmoyen;7;chocolat_au_lait,caramel,sucre;sucre,lacte;4;2;3;3;je m attendais a ca;7;F;18/24;etudiants;occasionnellement;6;4
20;Gmoyen;Ffaible;Gmoyen_Ffaible;7;chocolat_au_lait,caramel,sucre;sucre,lacte;3;3;3;3;agreablement surpris;8;F;18/24;etudiants;occasionnellement;6;4
20;Gclair;Ffaible;Gclair_Ffaible;4;tres_sucre,eclair_au_cafe;pas_amer,tres_sucre,tres_lacte;3;2;2;3;agreablement surpris;7;F;18/24;etudiants;occasionnellement;6;4
20;Gclair;Ffort;Gclair_Ffort;4;tres_sucre,eclair_au_cafe;pas_amer,tres_sucre,tres_lacte;4;2;2;3;decu;3;F;18/24;etudiants;occasionnellement;6;4
20;Gclair;Fmoyen;Gclair_Fmoyen;4;tres_sucre,eclair_au_cafe;pas_amer,tres_sucre,tres_lacte;4;1;1;4;tres decu;1;F;18/24;etudiants;occasionnellement;6;4
21;Gmoyen;Ffort;Gmoyen_Ffort;5;cafe,caramel;cafe,caramel,peu_chocolate;3;3;3;3;agreablement surpris;6;F;35/49;enseignant-chercheur;occasionnellement;7;5
21;Gmoyen;Fmoyen;Gmoyen_Fmoyen;6;cafe,caramel;cafe,caramel,peu_chocolate;3;3;3;3;agreablement surpris;6;F;35/49;enseignant-chercheur;occasionnellement;7;5
21;Gmoyen;Ffaible;Gmoyen_Ffaible;7;cafe,caramel;cafe,caramel,peu_chocolate;2;3;5;1;decu;3;F;35/49;enseignant-chercheur;occasionnellement;7;5
21;Gfonce;Ffort;Gfonce_Ffort;10;chocolat_noir,corse,peu_sucre,patisserie,fine,gourmet;mousse,chocolat_noir,amer,densite,corse;1;4;4;2;decu;7;F;35/49;enseignant-chercheur;occasionnellement;7;5
21;Gfonce;Fmoyen;Gfonce_Fmoyen;10;chocolat_noir,corse,peu_sucre,patisserie,fine,gourmet;mousse,chocolat_noir,amer,densite,corse;2;4;3;2;je m attendais a ca;8;F;35/49;enseignant-chercheur;occasionnellement;7;5
21;Gfonce;Ffaible;Gfonce_Ffaible;10;chocolat_noir,corse,peu_sucre,patisserie,fine,gourmet;mousse,chocolat_noir,amer,densite,corse;1;4;4;1;tres decu;3;F;35/49;enseignant-chercheur;occasionnellement;7;5
21;Gclair;Fmoyen;Gclair_Fmoyen;0;cafe,caramel,bretagne,pas_chocolat;trop_sucre,cafe,caramel,typicite,chocolat;4;2;3;3;je m attendais a ca;4;F;35/49;enseignant-chercheur;occasionnellement;7;5
21;Gclair;Ffaible;Gclair_Ffaible;0;cafe,caramel,bretagne,pas_chocolat;trop_sucre,cafe,caramel,typicite,chocolat;4;3;3;3;je m attendais a ca;4;F;35/49;enseignant-chercheur;occasionnellement;7;5
21;Gclair;Ffort;Gclair_Ffort;0;cafe,caramel,bretagne,pas_chocolat;trop_sucre,cafe,caramel,typicite,chocolat;4;2;2;4;agreablement surpris;8;F;35/49;enseignant-chercheur;occasionnellement;7;5
22;Gmoyen;Ffort;Gmoyen_Ffort;4;chocolat_au_lait,assez_brillant,agreable_a_regarder;gras,gourmand,riche_en_lait;3;2;3;3;je m attendais a ca;6;F;18/24;etudiants;regulierement;8;5
22;Gmoyen;Fmoyen;Gmoyen_Fmoyen;4;chocolat_au_lait,assez_brillant,agreable_a_regarder;gras,gourmand,riche_en_lait;3;4;4;3;decu;4;F;18/24;etudiants;regulierement;8;5
22;Gmoyen;Ffaible;Gmoyen_Ffaible;4;chocolat_au_lait,assez_brillant,agreable_a_regarder;gras,gourmand,riche_en_lait;2;3;4;3;decu;4;F;18/24;etudiants;regulierement;8;5
22;Gfonce;Ffort;Gfonce_Ffort;7;chocolat_noir,intense;peu_sucre,subtile,rafine;4;3;2;4;decu;4;F;18/24;etudiants;regulierement;8;5
22;Gfonce;Fmoyen;Gfonce_Fmoyen;7;chocolat_noir,intense;peu_sucre,subtile,rafine;3;3;3;3;agreablement surpris;7;F;18/24;etudiants;regulierement;8;5
22;Gfonce;Ffaible;Gfonce_Ffaible;7;chocolat_noir,intense;peu_sucre,subtile,rafine;2;3;4;3;je m attendais a ca;6;F;18/24;etudiants;regulierement;8;5
22;Gclair;Fmoyen;Gclair_Fmoyen;2;evoque,couleur,cafe,pas_bon;fort,amer,cafe;2;3;2;3;agreablement surpris;4;F;18/24;etudiants;regulierement;8;5
22;Gclair;Ffaible;Gclair_Ffaible;2;evoque,couleur,cafe,pas_bon;fort,amer,cafe;4;3;4;2;agreablement surpris;7;F;18/24;etudiants;regulierement;8;5
22;Gclair;Ffort;Gclair_Ffort;2;evoque,couleur,cafe,pas_bon;fort,amer,cafe;3;3;3;4;je m attendais a ca;2;F;18/24;etudiants;regulierement;8;5
23;Gclair;Ffort;Gclair_Ffort;3;eclair_au_cafe,trompeur,consommateur,trop_clair;peu_chocolate,cafe;3;4;2;3;je m attendais a ca;6;F;35/49;Professions liberales et cadres superieurs;occasionnellement;9;1
23;Gclair;Fmoyen;Gclair_Fmoyen;3;eclair_au_cafe,trompeur,consommateur,trop_clair;peu_chocolate,cafe;4;3;2;3;decu;7;F;35/49;Professions liberales et cadres superieurs;occasionnellement;9;1
23;Gclair;Ffaible;Gclair_Ffaible;3;eclair_au_cafe,trompeur,consommateur,trop_clair;peu_chocolate,cafe;3;3;3;3;agreablement surpris;9;F;35/49;Professions liberales et cadres superieurs;occasionnellement;9;1
23;Gmoyen;Ffaible;Gmoyen_Ffaible;7;chocolat_au_lait;chocolat_au_lait,chocolat,bien,equilibre;2;5;2;3;decu;5;F;35/49;Professions liberales et cadres superieurs;occasionnellement;9;1
23;Gmoyen;Fmoyen;Gmoyen_Fmoyen;7;chocolat_au_lait;chocolat_au_lait,chocolat,bien,equilibre;3;4;2;3;je m attendais a ca;7;F;35/49;Professions liberales et cadres superieurs;occasionnellement;9;1
23;Gmoyen;Ffort;Gmoyen_Ffort;7;chocolat_au_lait;chocolat_au_lait,chocolat,bien,equilibre;3;3;3;3;agreablement surpris;8;F;35/49;Professions liberales et cadres superieurs;occasionnellement;9;1
23;Gfonce;Ffort;Gfonce_Ffort;8;vraiment,fonce,evoque,chocolat_noir;chocolat_fort,amer,pas_sucre;2;4;3;2;decu;7;F;35/49;Professions liberales et cadres superieurs;occasionnellement;9;1
23;Gfonce;Fmoyen;Gfonce_Fmoyen;8;vraiment,fonce,evoque,chocolat_noir;chocolat_fort,amer,pas_sucre;2;3;3;2;decu;7;F;35/49;Professions liberales et cadres superieurs;occasionnellement;9;1
23;Gfonce;Ffaible;Gfonce_Ffaible;8;vraiment,fonce,evoque,chocolat_noir;chocolat_fort,amer,pas_sucre;3;5;3;2;decu;7;F;35/49;Professions liberales et cadres superieurs;occasionnellement;9;1
24;Gclair;Ffort;Gclair_Ffort;4;cafe,leger;cafe_amer,peu_sucre;4;4;3;3;decu;4;M;18/24;etudiants;occasionnellement;8;6
24;Gclair;Fmoyen;Gclair_Fmoyen;4;cafe,leger;cafe_amer,peu_sucre;3;3;3;2;agreablement surpris;7;M;18/24;etudiants;occasionnellement;8;6
24;Gclair;Ffaible;Gclair_Ffaible;4;cafe,leger;cafe_amer,peu_sucre;2;3;3;2;je m attendais a ca;5;M;18/24;etudiants;occasionnellement;8;6
24;Gmoyen;Ffaible;Gmoyen_Ffaible;8;chocolat,assez_intense,sucre;chocolat,moelleux;2;4;4;3;decu;4;M;18/24;etudiants;occasionnellement;8;6
24;Gmoyen;Fmoyen;Gmoyen_Fmoyen;8;chocolat,assez_intense,sucre;chocolat,moelleux;4;3;3;3;je m attendais a ca;6;M;18/24;etudiants;occasionnellement;8;6
24;Gmoyen;Ffort;Gmoyen_Ffort;8;chocolat,assez_intense,sucre;chocolat,moelleux;5;1;2;3;decu;2;M;18/24;etudiants;occasionnellement;8;6
24;Gfonce;Ffort;Gfonce_Ffort;6;tres_intense,chocolat_noir;chocolat_intense,fort_amer;3;3;2;3;je m attendais a ca;6;M;18/24;etudiants;occasionnellement;8;6
24;Gfonce;Fmoyen;Gfonce_Fmoyen;6;tres_intense,chocolat_noir;chocolat_intense,fort_amer;3;4;4;3;agreablement surpris;6;M;18/24;etudiants;occasionnellement;8;6
24;Gfonce;Ffaible;Gfonce_Ffaible;6;tres_intense,chocolat_noir;chocolat_intense,fort_amer;3;3;3;3;tres agreablement surpris;8;M;18/24;etudiants;occasionnellement;8;6
25;Gclair;Fmoyen;Gclair_Fmoyen;8;caramel,cafe,creme_de_lait;sucre,caramel,cafe,lisse;4;3;2;3;je m attendais a ca;6;M;18/24;etudiants;occasionnellement;7;3
25;Gclair;Ffort;Gclair_Ffort;8;caramel,cafe,creme_de_lait;sucre,caramel,cafe,lisse;5;2;1;5;tres decu;2;M;18/24;etudiants;occasionnellement;7;3
25;Gclair;Ffaible;Gclair_Ffaible;8;caramel,cafe,creme_de_lait;sucre,caramel,cafe,lisse;3;3;3;3;tres agreablement surpris;9;M;18/24;etudiants;occasionnellement;7;3
25;Gfonce;Ffort;Gfonce_Ffort;2;chocolat_tres_noir,tres_amer,peu_sucre;trop_chocolat,peu_sucre,trop_chocolat,asseche;3;3;1;3;je m attendais a ca;4;M;18/24;etudiants;occasionnellement;7;3
25;Gfonce;Fmoyen;Gfonce_Fmoyen;2;chocolat_tres_noir,tres_amer,peu_sucre;trop_chocolat,peu_sucre,trop_chocolat,asseche;4;5;2;3;decu;2;M;18/24;etudiants;occasionnellement;7;3
25;Gfonce;Ffaible;Gfonce_Ffaible;2;chocolat_tres_noir,tres_amer,peu_sucre;trop_chocolat,peu_sucre,trop_chocolat,asseche;1;3;4;2;agreablement surpris;8;M;18/24;etudiants;occasionnellement;7;3
25;Gmoyen;Ffaible;Gmoyen_Ffaible;9;chocolat_au_lait,sucre,lacte;chocolat_au_lait,lacte,creme_de_lait;3;3;3;3;tres agreablement surpris;9;M;18/24;etudiants;occasionnellement;7;3
25;Gmoyen;Fmoyen;Gmoyen_Fmoyen;9;chocolat_au_lait,sucre,lacte;chocolat_au_lait,lacte,creme_de_lait;3;3;3;4;agreablement surpris;7;M;18/24;etudiants;occasionnellement;7;3
25;Gmoyen;Ffort;Gmoyen_Ffort;9;chocolat_au_lait,sucre,lacte;chocolat_au_lait,lacte,creme_de_lait;4;3;1;4;decu;2;M;18/24;etudiants;occasionnellement;7;3
26;Gclair;Fmoyen;Gclair_Fmoyen;0;cafe;fade;3;3;3;3;je m attendais a ca;2;F;18/24;etudiants;regulierement;9;4
26;Gclair;Ffort;Gclair_Ffort;0;cafe;fade;4;2;2;5;decu;2;F;18/24;etudiants;regulierement;9;4
26;Gclair;Ffaible;Gclair_Ffaible;0;cafe;fade;3;3;2;4;decu;3;F;18/24;etudiants;regulierement;9;4
26;Gfonce;Ffort;Gfonce_Ffort;10;fort_en_chocolat;chocolat_fort;2;3;4;3;decu;6;F;18/24;etudiants;regulierement;9;4
26;Gfonce;Fmoyen;Gfonce_Fmoyen;10;fort_en_chocolat;chocolat_fort;1;3;4;2;decu;5;F;18/24;etudiants;regulierement;9;4
26;Gfonce;Ffaible;Gfonce_Ffaible;10;fort_en_chocolat;chocolat_fort;2;3;5;1;tres decu;4;F;18/24;etudiants;regulierement;9;4
26;Gmoyen;Ffaible;Gmoyen_Ffaible;2;fade;chocolat_faible,chocolat_au_lait;4;4;2;4;agreablement surpris;6;F;18/24;etudiants;regulierement;9;4
26;Gmoyen;Fmoyen;Gmoyen_Fmoyen;2;fade;chocolat_faible,chocolat_au_lait;5;1;1;4;tres agreablement surpris;9;F;18/24;etudiants;regulierement;9;4
26;Gmoyen;Ffort;Gmoyen_Ffort;2;fade;chocolat_faible,chocolat_au_lait;5;1;1;5;decu;3;F;18/24;etudiants;regulierement;9;4
27;Gfonce;Ffort;Gfonce_Ffort;9;chocolat_noir;pas_trop_sucre;2;3;3;2;decu;7;F;15/17;etudiants;occasionnellement;10;7
27;Gfonce;Fmoyen;Gfonce_Fmoyen;9;chocolat_noir;pas_trop_sucre;3;3;3;3;je m attendais a ca;9;F;15/17;etudiants;occasionnellement;10;7
27;Gfonce;Ffaible;Gfonce_Ffaible;9;chocolat_noir;pas_trop_sucre;2;3;3;2;decu;7;F;15/17;etudiants;occasionnellement;10;7
27;Gclair;Ffort;Gclair_Ffort;6;chocolat_au_lait;sucre,lacte,peu_amer;3;4;4;4;decu;5;F;15/17;etudiants;occasionnellement;10;7
27;Gclair;Fmoyen;Gclair_Fmoyen;6;chocolat_au_lait;sucre,lacte,peu_amer;3;3;3;3;je m attendais a ca;8;F;15/17;etudiants;occasionnellement;10;7
27;Gclair;Ffaible;Gclair_Ffaible;6;chocolat_au_lait;sucre,lacte,peu_amer;3;3;3;3;agreablement surpris;9;F;15/17;etudiants;occasionnellement;10;7
27;Gmoyen;Ffort;Gmoyen_Ffort;6;cafe,caramel;tres_sucre,chocolat,peu_intense,pas_amer;4;4;3;3;decu;3;F;15/17;etudiants;occasionnellement;10;7
27;Gmoyen;Ffaible;Gmoyen_Ffaible;6;cafe,caramel;tres_sucre,chocolat,peu_intense,pas_amer;3;3;3;3;agreablement surpris;8;F;15/17;etudiants;occasionnellement;10;7
27;Gmoyen;Fmoyen;Gmoyen_Fmoyen;6;cafe,caramel;tres_sucre,chocolat,peu_intense,pas_amer;3;3;3;3;je m attendais a ca;7;F;15/17;etudiants;occasionnellement;10;7
28;Gfonce;Ffort;Gfonce_Ffort;9;luxe;sucre,moelleux;3;3;4;2;je m attendais a ca;8;M;18/24;etudiants;regulierement;9;8
28;Gfonce;Fmoyen;Gfonce_Fmoyen;9;luxe;sucre,moelleux;4;3;3;3;je m attendais a ca;9;M;18/24;etudiants;regulierement;9;8
28;Gfonce;Ffaible;Gfonce_Ffaible;9;luxe;sucre,moelleux;2;4;3;2;decu;6;M;18/24;etudiants;regulierement;9;8
28;Gclair;Ffort;Gclair_Ffort;2;echec;peu_chocolate;3;5;3;3;agreablement surpris;7;M;18/24;etudiants;regulierement;9;8
28;Gclair;Fmoyen;Gclair_Fmoyen;2;echec;peu_chocolate;4;3;3;3;je m attendais a ca;6;M;18/24;etudiants;regulierement;9;8
28;Gclair;Ffaible;Gclair_Ffaible;2;echec;peu_chocolate;4;3;3;2;agreablement surpris;8;M;18/24;etudiants;regulierement;9;8
28;Gmoyen;Ffort;Gmoyen_Ffort;0;eclair_au_cafe;amer,trop_sucre;4;3;3;3;agreablement surpris;8;M;18/24;etudiants;regulierement;9;8
28;Gmoyen;Ffaible;Gmoyen_Ffaible;0;eclair_au_cafe;amer,trop_sucre;3;3;3;3;agreablement surpris;7;M;18/24;etudiants;regulierement;9;8
28;Gmoyen;Fmoyen;Gmoyen_Fmoyen;0;eclair_au_cafe;amer,trop_sucre;4;3;2;4;agreablement surpris;7;M;18/24;etudiants;regulierement;9;8
29;Gclair;Ffaible;Gclair_Ffaible;3;peu_chocolate,praline,cafe;amer,cafe,sucre,praline;4;3;2;2;agreablement surpris;8;F;18/24;etudiants;regulierement;10;2
29;Gclair;Fmoyen;Gclair_Fmoyen;3;peu_chocolate,praline,cafe;amer,cafe,sucre,praline;4;2;2;2;agreablement surpris;8;F;18/24;etudiants;regulierement;10;2
29;Gclair;Ffort;Gclair_Ffort;3;peu_chocolate,praline,cafe;amer,cafe,sucre,praline;4;2;2;3;tres agreablement surpris;9;F;18/24;etudiants;regulierement;10;2
29;Gmoyen;Ffaible;Gmoyen_Ffaible;7;chocolat,un_peu_de_lait,sucre;sucre,chocolat_au_lait;2;4;3;3;je m attendais a ca;6;F;18/24;etudiants;regulierement;10;2
29;Gmoyen;Fmoyen;Gmoyen_Fmoyen;7;chocolat,un_peu_de_lait,sucre;sucre,chocolat_au_lait;4;3;2;3;agreablement surpris;8;F;18/24;etudiants;regulierement;10;2
29;Gmoyen;Ffort;Gmoyen_Ffort;7;chocolat,un_peu_de_lait,sucre;sucre,chocolat_au_lait;4;2;2;4;agreablement surpris;8;F;18/24;etudiants;regulierement;10;2
29;Gfonce;Ffort;Gfonce_Ffort;9;chocolat_noir,amer,fort,peu_sucre;amer,peu_sucre,peu_lacte,cacao;3;4;3;3;je m attendais a ca;7;F;18/24;etudiants;regulierement;10;2
29;Gfonce;Ffaible;Gfonce_Ffaible;9;chocolat_noir,amer,fort,peu_sucre;amer,peu_sucre,peu_lacte,cacao;2;4;4;2;decu;4;F;18/24;etudiants;regulierement;10;2
29;Gfonce;Fmoyen;Gfonce_Fmoyen;9;chocolat_noir,amer,fort,peu_sucre;amer,peu_sucre,peu_lacte,cacao;3;4;3;3;je m attendais a ca;8;F;18/24;etudiants;regulierement;10;2
30;Gclair;Ffaible;Gclair_Ffaible;3;cafe;fort,amer;4;4;4;1;tres agreablement surpris;10;F;18/24;etudiants;occasionnellement;10;2
30;Gclair;Fmoyen;Gclair_Fmoyen;3;cafe;fort,amer;5;5;2;2;agreablement surpris;7;F;18/24;etudiants;occasionnellement;10;2
30;Gclair;Ffort;Gclair_Ffort;3;cafe;fort,amer;3;3;4;3;decu;2;F;18/24;etudiants;occasionnellement;10;2
30;Gmoyen;Ffaible;Gmoyen_Ffaible;8;chocolat,gourmand;sucre,doux;2;3;3;3;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;10;2
30;Gmoyen;Fmoyen;Gmoyen_Fmoyen;8;chocolat,gourmand;sucre,doux;4;4;3;3;decu;6;F;18/24;etudiants;occasionnellement;10;2
30;Gmoyen;Ffort;Gmoyen_Ffort;8;chocolat,gourmand;sucre,doux;4;2;2;5;tres decu;2;F;18/24;etudiants;occasionnellement;10;2
30;Gfonce;Ffort;Gfonce_Ffort;10;chocolat,intense,savoureux,appetissant,plaisir;chocolat_fort;3;3;4;3;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;10;2
30;Gfonce;Ffaible;Gfonce_Ffaible;10;chocolat,intense,savoureux,appetissant,plaisir;chocolat_fort;2;3;4;2;decu;7;F;18/24;etudiants;occasionnellement;10;2
30;Gfonce;Fmoyen;Gfonce_Fmoyen;10;chocolat,intense,savoureux,appetissant,plaisir;chocolat_fort;3;3;4;2;je m attendais a ca;9;F;18/24;etudiants;occasionnellement;10;2
31;Gclair;Ffaible;Gclair_Ffaible;6;cafe;moelleux,gateau,fraicheur,onctuosite,creme,tres_sucre;2;3;2;1;agreablement surpris;7;F;18/24;etudiants;regulierement;10;3
31;Gclair;Fmoyen;Gclair_Fmoyen;6;cafe;moelleux,gateau,fraicheur,onctuosite,creme,tres_sucre;4;3;3;3;agreablement surpris;8;F;18/24;etudiants;regulierement;10;3
31;Gclair;Ffort;Gclair_Ffort;6;cafe;moelleux,gateau,fraicheur,onctuosite,creme,tres_sucre;4;2;2;2;decu;6;F;18/24;etudiants;regulierement;10;3
31;Gmoyen;Fmoyen;Gmoyen_Fmoyen;7;chocolat_au_lait;bchocolat,noisette,sucre,fondant;3;3;3;3;je m attendais a ca;8;F;18/24;etudiants;regulierement;10;3
31;Gmoyen;Ffaible;Gmoyen_Ffaible;7;chocolat_au_lait;bchocolat,noisette,sucre,fondant;2;4;3;2;decu;7;F;18/24;etudiants;regulierement;10;3
31;Gmoyen;Ffort;Gmoyen_Ffort;7;chocolat_au_lait;bchocolat,noisette,sucre,fondant;4;2;2;4;decu;6;F;18/24;etudiants;regulierement;10;3
31;Gfonce;Fmoyen;Gfonce_Fmoyen;9;chocolat_noir;bon_chocolat_noir,intense,fondant;2;3;2;2;agreablement surpris;9;F;18/24;etudiants;regulierement;10;3
31;Gfonce;Ffaible;Gfonce_Ffaible;9;chocolat_noir;bon_chocolat_noir,intense,fondant;3;3;3;3;agreablement surpris;9;F;18/24;etudiants;regulierement;10;3
31;Gfonce;Ffort;Gfonce_Ffort;9;chocolat_noir;bon_chocolat_noir,intense,fondant;5;4;2;4;decu;5;F;18/24;etudiants;regulierement;10;3
